baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b2451,eutA,GCF_003697165.2,EAS44_RS07875,eutA,comparable,19,55,0,55,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b2452,eutH,GCF_003697165.2,EAS44_RS07870,eutH,comparable,27,47,0,47,0,0,0,0,0,27,unresolved_liftover
GCF_000005845.2,b2455,eutE,GCF_003697165.2,EAS44_RS07855,eutE,comparable,36,42,0,42,0,0,0,0,0,36,unresolved_liftover
GCF_000005845.2,b2456,eutN,GCF_003697165.2,EAS44_RS07850,eutN,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2458,eutD,GCF_003697165.2,EAS44_RS07840,pta,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2459,eutT,GCF_003697165.2,EAS44_RS07835,eutT,comparable,4,15,0,15,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b2460,eutQ,GCF_003697165.2,EAS44_RS07830,eutQ,comparable,19,39,0,39,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b2461,eutP,GCF_003697165.2,EAS44_RS07825,eutP,comparable,6,3,0,3,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b2463,maeB,GCF_003697165.2,EAS44_RS07815,maeB,comparable,2,61,0,61,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b2464,talA,GCF_003697165.2,EAS44_RS07810,tal,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2465,tktB,GCF_003697165.2,EAS44_RS07805,tkt,comparable,0,66,0,66,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2466,ypfG,GCF_003697165.2,EAS44_RS07800,ypfG,comparable,0,33,0,33,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2467,nudK,GCF_003697165.2,EAS44_RS07795,nudK,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2469,narQ,GCF_003697165.2,EAS44_RS07785,narQ,comparable,0,35,0,35,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2470,acrD,GCF_003697165.2,EAS44_RS07780,acrD,comparable,7,54,0,54,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b4606,ypfM,GCF_003697165.2,EAS44_RS07775,ypfM,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2471,yffB,GCF_003697165.2,EAS44_RS07770,yffB,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2472,dapE,GCF_003697165.2,EAS44_RS07765,dapE,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4547,ypfN,GCF_003697165.2,EAS44_RS07760,ypfN,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2473,ypfH,GCF_003697165.2,EAS44_RS07755,ypfH,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2474,tmcA,GCF_003697165.2,EAS44_RS07750,tmcA,comparable,0,71,0,71,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2475,ypfJ,GCF_003697165.2,EAS44_RS07745,ypfJ,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2476,purC,GCF_003697165.2,EAS44_RS07740,purC,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2477,bamC,GCF_003697165.2,EAS44_RS07735,bamC,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2479,gcvR,GCF_003697165.2,EAS44_RS07725,gcvR,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2480,bcp,GCF_003697165.2,EAS44_RS07720,bcp,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2493,yfgO,GCF_003697165.2,EAS44_RS07715,yfgO,comparable,21,30,0,30,0,0,0,0,0,21,unresolved_liftover
GCF_000005845.2,b2494,bepA,GCF_003697165.2,EAS44_RS07710,bepA,comparable,16,51,0,51,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b2495,yfgD,GCF_003697165.2,EAS44_RS07705,arsC,comparable,2,10,0,10,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b2496,hda,GCF_003697165.2,EAS44_RS07700,hda,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2497,uraA,GCF_003697165.2,EAS44_RS07695,uraA,comparable,0,25,0,25,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2498,upp,GCF_003697165.2,EAS44_RS07690,upp,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2499,purM,GCF_003697165.2,EAS44_RS07685,purM,comparable,10,21,0,21,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b2500,purN,GCF_003697165.2,EAS44_RS07680,purN,comparable,2,5,0,5,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b2501,ppk,GCF_003697165.2,EAS44_RS07675,ppk1,comparable,38,46,0,46,0,0,0,0,0,38,unresolved_liftover
GCF_000005845.2,b2502,ppx,GCF_003697165.2,EAS44_RS07670,ppx,comparable,2,26,0,26,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b2503,pdeF,GCF_003697165.2,EAS44_RS07665,pdeF,comparable,1,48,0,48,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b2504,yfgG,GCF_003697165.2,EAS44_RS07660,yfgG,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2505,yfgH,GCF_003697165.2,EAS44_RS07655,yfgH,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2506,yfgI,GCF_003697165.2,EAS44_RS07650,yfgI,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2507,guaA,GCF_003697165.2,EAS44_RS07645,guaA,comparable,1,41,0,41,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b2508,guaB,GCF_003697165.2,EAS44_RS07640,guaB,comparable,0,55,0,55,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2511,der,GCF_003697165.2,EAS44_RS07610,der,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2512,bamB,GCF_003697165.2,EAS44_RS07605,bamB,comparable,1,12,0,12,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2513,yfgM,GCF_003697165.2,EAS44_RS07600,yfgM,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2514,hisS,GCF_003697165.2,EAS44_RS07595,hisS,comparable,1,24,0,24,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2515,ispG,GCF_003697165.2,EAS44_RS07590,ispG,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2516,rodZ,GCF_003697165.2,EAS44_RS07585,rodZ,comparable,1,29,0,29,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2517,rlmN,GCF_003697165.2,EAS44_RS07580,rlmN,comparable,1,22,1,21,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2518,ndk,GCF_003697165.2,EAS44_RS07575,ndk,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2519,pbpC,GCF_003697165.2,EAS44_RS07570,pbpC,comparable,1,84,1,83,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2520,yfhM,GCF_003697165.2,EAS44_RS07565,yfhM,comparable,11,173,4,169,4,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b2521,sseA,GCF_003697165.2,EAS44_RS07560,sseA,comparable,0,19,0,19,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4812,timP,GCF_003697165.2,EAS44_RS25690,timP,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2522,sseB,GCF_003697165.2,EAS44_RS07555,sseB,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2523,pepB,GCF_003697165.2,EAS44_RS07550,pepB,comparable,6,43,4,39,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2524,iscX,GCF_003697165.2,EAS44_RS07545,iscX,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2525,fdx,GCF_003697165.2,EAS44_RS07540,fdx,comparable,5,8,3,5,3,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2526,hscA,GCF_003697165.2,EAS44_RS07535,hscA,comparable,6,35,4,31,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2527,hscB,GCF_003697165.2,EAS44_RS07530,hscB,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2528,iscA,GCF_003697165.2,EAS44_RS07525,iscA,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2529,iscU,GCF_003697165.2,EAS44_RS07520,iscU,comparable,1,1,0,1,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2530,iscS,GCF_003697165.2,EAS44_RS07515,iscS,comparable,14,18,8,10,8,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b2531,iscR,GCF_003697165.2,EAS44_RS07510,iscR,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2532,trmJ,GCF_003697165.2,EAS44_RS07505,trmJ,comparable,12,17,9,8,9,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2533,suhB,GCF_003697165.2,EAS44_RS07500,suhB,comparable,4,6,2,4,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2534,yfhR,GCF_003697165.2,EAS44_RS07495,yfhR,comparable,8,18,4,14,4,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2535,csiE,GCF_003697165.2,EAS44_RS07490,csiE,comparable,7,30,3,27,3,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2536,hcaT,GCF_003697165.2,EAS44_RS07485,hcaT,comparable,6,15,4,11,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2543,yphA,GCF_003697165.2,EAS44_RS07480,yphA,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2544,yphB,GCF_003697165.2,EAS44_RS07475,yphB,comparable,3,44,3,41,3,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2545,yphC,GCF_003697165.2,EAS44_RS07470,yphC,comparable,17,57,11,46,11,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b2546,yphD,GCF_003697165.2,EAS44_RS07465,yphD,comparable,2,50,1,49,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2547,yphE,GCF_003697165.2,EAS44_RS07460,yphE,comparable,1,39,1,38,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2548,yphF,GCF_003697165.2,EAS44_RS07455,yphF,comparable,9,37,1,36,1,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b2549,yphG,GCF_003697165.2,EAS44_RS07450,yphG,comparable,68,112,28,84,28,0,40,0,0,0,partially_shared_variants
GCF_000005845.2,b2550,yphH,GCF_003697165.2,EAS44_RS07445,yphH,comparable,20,45,8,37,8,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b2551,glyA,GCF_003697165.2,EAS44_RS07440,glyA,comparable,7,25,6,19,6,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2552,hmp,GCF_003697165.2,EAS44_RS07435,hmpA,comparable,3,18,1,17,1,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2553,glnB,GCF_003697165.2,EAS44_RS07430,glnB,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2554,glrR,GCF_003697165.2,EAS44_RS07425,glrR,comparable,8,50,4,46,4,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2555,qseG,GCF_003697165.2,EAS44_RS07420,qseG,comparable,1,12,0,12,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2556,glrK,GCF_003697165.2,EAS44_RS07415,qseE,comparable,25,28,15,13,15,0,10,0,0,0,partially_shared_variants
GCF_000005845.2,b2557,purL,GCF_003697165.2,EAS44_RS07410,purL,comparable,67,157,53,104,53,0,14,0,0,0,partially_shared_variants
GCF_000005845.2,b2558,mltF,GCF_003697165.2,EAS44_RS07405,mltF,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2559,tadA,GCF_003697165.2,EAS44_RS07400,tadA,comparable,1,16,1,15,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2560,pgpC,GCF_003697165.2,EAS44_RS07395,yfhb,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2561,yfhH,GCF_003697165.2,EAS44_RS07390,yfhH,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2562,yfhL,GCF_003697165.2,EAS44_RS07385,yfhL,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4687,shoB,GCF_003697165.2,EAS44_RS07380,shoB,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2563,acpS,GCF_003697165.2,EAS44_RS07375,acpS,comparable,1,17,0,17,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2564,pdxJ,GCF_003697165.2,EAS44_RS07370,pdxJ,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2565,recO,GCF_003697165.2,EAS44_RS07365,recO,comparable,1,12,1,11,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2566,era,GCF_003697165.2,EAS44_RS07360,era,comparable,4,29,1,28,1,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2567,rnc,GCF_003697165.2,EAS44_RS07355,rnc,comparable,8,13,6,7,6,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2568,lepB,GCF_003697165.2,EAS44_RS07350,lepB,comparable,5,13,2,11,2,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2569,lepA,GCF_003697165.2,EAS44_RS07345,lepA,comparable,16,34,10,24,10,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b2570,rseC,GCF_003697165.2,EAS44_RS07340,rseC,comparable,6,7,2,5,2,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2571,rseB,GCF_003697165.2,EAS44_RS07335,rseB,comparable,6,20,5,15,5,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2572,rseA,GCF_003697165.2,EAS44_RS07330,rseA,comparable,2,10,1,9,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2573,rpoE,GCF_003697165.2,EAS44_RS07325,rpoE,comparable,1,1,1,0,1,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4725,rseD,GCF_003697165.2,EAS44_RS07320,rseD,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2574,nadB,GCF_003697165.2,EAS44_RS07315,nadB,comparable,29,44,12,32,12,0,17,0,0,0,partially_shared_variants
GCF_000005845.2,b2575,yfiC,GCF_003697165.2,EAS44_RS07310,trmN,comparable,1,17,1,16,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2576,srmB,GCF_003697165.2,EAS44_RS07305,srmB,comparable,1,31,0,31,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2577,yfiE,GCF_003697165.2,EAS44_RS07300,yfiE,comparable,0,43,0,43,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2578,eamB,GCF_003697165.2,EAS44_RS07295,eamB,comparable,1,7,1,6,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2579,grcA,GCF_003697165.2,EAS44_RS07290,grcA,comparable,2,5,1,4,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2580,ung,GCF_003697165.2,EAS44_RS07285,ung,comparable,17,28,8,20,8,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b2581,yfiF,GCF_003697165.2,EAS44_RS07280,yfiF,comparable,22,29,11,18,11,0,11,0,0,0,partially_shared_variants
GCF_000005845.2,b2582,trxC,GCF_003697165.2,EAS44_RS07275,trxC,comparable,1,8,0,8,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2583,tapT,GCF_003697165.2,EAS44_RS07270,tapT,comparable,8,15,5,10,5,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2584,patZ,GCF_003697165.2,EAS44_RS07265,patZ,comparable,53,56,19,37,19,0,34,0,0,0,partially_shared_variants
GCF_000005845.2,b2585,pssA,GCF_003697165.2,EAS44_RS07260,pssA,comparable,11,6,5,1,5,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b2586,yfiM,GCF_003697165.2,EAS44_RS07255,yfiM,comparable,1,6,1,5,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2593,yfiH,GCF_003697165.2,EAS44_RS07200,yfiH,comparable,21,17,6,11,6,0,15,0,0,0,partially_shared_variants
GCF_000005845.2,b2594,rluD,GCF_003697165.2,EAS44_RS07195,rluD,comparable,0,30,0,30,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2595,bamD,GCF_003697165.2,EAS44_RS07190,bamD,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2597,raiA,GCF_003697165.2,EAS44_RS07185,raiA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2598,pheL,GCF_003697165.2,EAS44_RS07180,pheL,comparable,1,0,0,0,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2599,pheA,GCF_003697165.2,EAS44_RS07175,pheA,comparable,12,29,10,19,10,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2600,tyrA,GCF_003697165.2,EAS44_RS07170,tyrA,comparable,20,16,6,10,6,0,14,0,0,0,partially_shared_variants
GCF_000005845.2,b2601,aroF,GCF_003697165.2,EAS44_RS07165,aroF,comparable,1,8,0,8,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2602,yfiL,GCF_003697165.2,EAS44_RS07160,yfiL,comparable,1,7,0,7,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2603,yfiR,GCF_003697165.2,EAS44_RS07155,yfiR,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2604,dgcN,GCF_003697165.2,EAS44_RS07150,dgcN,comparable,10,28,7,21,7,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2605,yfiB,GCF_003697165.2,EAS44_RS07145,yfiB,comparable,2,8,0,8,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b2606,rplS,GCF_003697165.2,EAS44_RS07140,rplS,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2607,trmD,GCF_003697165.2,EAS44_RS07135,trmD,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2608,rimM,GCF_003697165.2,EAS44_RS07130,rimM,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2609,rpsP,GCF_003697165.2,EAS44_RS07125,rpsP,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2610,ffh,GCF_003697165.2,EAS44_RS07120,ffh,comparable,22,28,10,18,10,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b2611,ypjD,GCF_003697165.2,EAS44_RS07115,ypjD,comparable,6,15,3,12,3,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b4461,yfjD,GCF_003697165.2,EAS44_RS07110,yfjD,comparable,3,70,3,67,3,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2614,grpE,GCF_003697165.2,EAS44_RS07105,grpE,comparable,8,17,7,10,7,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2615,nadK,GCF_003697165.2,EAS44_RS07095,nadK,comparable,0,26,0,26,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2616,recN,GCF_003697165.2,EAS44_RS07090,recN,comparable,11,49,5,44,5,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b2617,bamE,GCF_003697165.2,EAS44_RS07085,bamE,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2618,yfjF,GCF_003697165.2,EAS44_RS07080,yfjF,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2619,ratA,GCF_003697165.2,EAS44_RS07075,ratA,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2620,smpB,GCF_003697165.2,EAS44_RS07070,smpB,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2659,glaH,GCF_003697165.2,EAS44_RS06725,glaH,comparable,44,48,16,32,16,0,28,0,0,0,partially_shared_variants
GCF_000005845.2,b2660,lhgD,GCF_003697165.2,EAS44_RS06720,lhgO,comparable,46,52,27,25,27,0,19,0,0,0,partially_shared_variants
GCF_000005845.2,b2661,gabD,GCF_003697165.2,EAS44_RS06715,gabD,comparable,50,60,28,32,28,0,22,0,0,0,partially_shared_variants
GCF_000005845.2,b2662,gabT,GCF_003697165.2,EAS44_RS06710,gabT,comparable,26,42,10,32,10,0,16,0,0,0,partially_shared_variants
GCF_000005845.2,b2663,gabP,GCF_003697165.2,EAS44_RS06705,gabP,comparable,46,50,29,21,29,0,17,0,0,0,partially_shared_variants
GCF_000005845.2,b2664,glaR,GCF_003697165.2,EAS44_RS06700,csiR,comparable,8,26,5,21,5,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b2665,kbp,GCF_003697165.2,EAS44_RS06695,kbp,comparable,4,7,2,5,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b2666,yqaE,GCF_003697165.2,EAS44_RS06690,yqaE,comparable,1,0,0,0,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2667,ygaV,GCF_003697165.2,EAS44_RS06685,ygaV,comparable,1,6,1,5,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2668,ygaP,GCF_003697165.2,EAS44_RS06680,ygaP,comparable,3,13,3,10,3,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2669,stpA,GCF_003697165.2,EAS44_RS06675,stpA,comparable,5,10,5,5,5,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2670,alaE,GCF_003697165.2,EAS44_RS06670,alaE,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2671,ygaC,GCF_003697165.2,EAS44_RS06665,ygaC,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2672,ygaM,GCF_003697165.2,EAS44_RS06660,ygaM,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2673,nrdH,GCF_003697165.2,EAS44_RS06640,nrdH,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2674,nrdI,GCF_003697165.2,EAS44_RS06635,nrdI,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2675,nrdE,GCF_003697165.2,EAS44_RS06630,nrdE,comparable,1,79,0,79,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b2676,nrdF,GCF_003697165.2,EAS44_RS06625,nrdF,comparable,2,40,2,38,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2677,proV,GCF_003697165.2,EAS44_RS06615,proV,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2678,proW,GCF_003697165.2,EAS44_RS06610,proW,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2679,proX,GCF_003697165.2,EAS44_RS06605,proX,comparable,12,39,7,32,7,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b2682,ygaZ,GCF_003697165.2,EAS44_RS06595,ygaZ,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2683,ygaH,GCF_003697165.2,EAS44_RS06590,ygaH,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2685,emrA,GCF_003697165.2,EAS44_RS06580,emrA,comparable,2,25,1,24,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2687,luxS,GCF_003697165.2,EAS44_RS06560,luxS,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2688,gshA,GCF_003697165.2,EAS44_RS06555,gshA,comparable,0,37,0,37,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2689,yqaA,GCF_003697165.2,EAS44_RS06550,yqaA,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2690,yqaB,GCF_003697165.2,EAS44_RS06545,yqaB,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2696,csrA,GCF_003697165.2,EAS44_RS06515,csrA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b2697,alaS,GCF_003697165.2,EAS44_RS06510,alaS,comparable,1,36,1,35,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2698,recX,GCF_003697165.2,EAS44_RS06505,recX,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b2699,recA,GCF_003697165.2,EAS44_RS06500,recA,comparable,1,13,1,12,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b2700,pncC,GCF_003697165.2,EAS44_RS06495,pncC,comparable,3,14,0,14,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b2701,mltB,GCF_003697165.2,EAS44_RS06490,mltB,comparable,20,13,9,4,9,0,11,0,0,0,partially_shared_variants
GCF_000005845.2,b2702,srlA,GCF_003697165.2,EAS44_RS06485,srlA,comparable,6,27,2,25,2,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2703,srlE,GCF_003697165.2,EAS44_RS06480,srlE,comparable,21,25,9,16,9,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b2704,srlB,GCF_003697165.2,EAS44_RS06475,srlB,comparable,7,6,3,3,3,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b2705,srlD,GCF_003697165.2,EAS44_RS06470,srlD,comparable,17,13,5,8,5,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b2706,gutM,GCF_003697165.2,EAS44_RS06465,gutM,comparable,5,10,4,6,4,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b2707,srlR,GCF_003697165.2,EAS44_RS06460,srlR,comparable,10,25,4,21,4,0,6,0,0,0,partially_shared_variants
